Project;Release;Commit;NS;ND;NF;Entropy;Size;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
QPID;2;faf86c6e5f484feef6102533b177202282b7f091;4;10;14;3.1032476180346986;345;16;121;2338;NO;16;74;3648;181;180.0;181;YES
QPID;2;70504ccb1387800c27dd4608c1dd387a912e342a;1;1;1;0.0;41;29;0;392;NO;16;4;3648;180;179.0;180;NO
QPID;2;64f42a1b3dea9d64e5e26dd3e3d2242ad16f4568;1;8;31;3.71088291462472;805;567;110;242;NO;16;54;3648;10;9.0;10;NO
QPID;2;06b893f6c0716ee2e0b6c4b3de6dc000bb2e9b2b;1;1;40;3.249818335279815;12208;1724;66;1694;NO;16;79;3648;9;8.0;9;NO
QPID;2;1416791e86802c6ac798810662549f5facb30a59;1;1;1;0.0;4;0;0;181;YES;16;115;3648;68;67.0;68;NO
QPID;2;0370e5550e1d9bc72d742bbbee1f6f0e2835406e;3;4;6;1.4956469756785982;381;247;12;1369;NO;16;28;3648;179;178.0;179;YES
QPID;2;6aaec799e2dd38f39601fe5fe458cadf3834aae8;3;6;9;1.5462772453042972;2137;483;56;1325;NO;16;18;3648;178;177.0;178;YES
QPID;2;ab77fcc2ed974e8d4ac2a56be62cc2cb3f8e2c11;3;7;17;2.172126995574107;727;387;16;1318;YES;16;28;3648;117;116.0;117;YES
QPID;2;a3cebeaad14bcc13bd432914f366571cc70aefd9;1;3;4;1.029909062910278;1013;1;88;1399;NO;16;15;3648;177;176.0;177;YES
QPID;2;1141cc5aed746ae4ed647a6c3b27ab9a47c487e3;1;3;4;0.30850570753277556;451;319;0;890;NO;16;26;3648;116;115.0;116;YES
QPID;2;c34d844fcd591e1edc676201034cd1b0a437addd;1;1;1;0.0;4;0;0;219;NO;16;6;3648;114;113.0;114;YES
QPID;2;1b0c34d63206b35307df80686ea6549daf1a1608;1;1;3;0.8112781244591328;44;36;0;749;NO;16;21;3648;113;112.0;113;YES
QPID;2;d2eb3361494710466280341c98f76c03536d2ebe;2;1;64;0.0;13760;6880;6880;1702;NO;16;0;3648;112;111.0;112;NO
QPID;2;1fb29f138da337b2b318355477b271dcf2fa13ca;1;1;32;0.0;6880;6880;0;0;NO;16;0;3648;109;108.0;109;NO
QPID;2;690ac2b87d7cfab7463039972943a0f8b9cb20a9;1;4;9;1.790980492201549;702;548;0;330;NO;16;4;3648;175;174.0;175;YES
QPID;2;dd42e2aaa19b0d0a8dac5b3511dbfa60772ed8de;1;1;1;0.0;20;0;0;228;NO;16;4;3648;174;173.0;174;NO
QPID;2;2794677387ce1ae11960f8c611a264f34302447e;1;4;8;2.663532754804255;150;15;113;246;NO;16;3;3648;228;227.0;228;YES
QPID;2;06f78cd04c96549c02a25baac80b7423ffe63903;1;2;2;0.0;56;36;0;1378;NO;16;31;3600;112;111.0;112;NO
QPID;2;461f686d380296bc12e0c04b8e8ff218be6fa148;1;2;6;0.0;474;474;0;0;NO;16;0;3600;225;224.0;225;NO
QPID;2;394322f25d041bab8617b1a7b96e2dd49835e93b;3;21;59;3.0585690572180346;3715;2137;1304;739;NO;16;19;3584;224;223.0;224;YES
QPID;2;e82b9aad31d0e67df8f9bbb82c39715e020b521f;1;1;1;0.0;147;147;0;0;NO;16;0;3568;172;171.0;172;NO
QPID;2;5862acc2fffa1b852b7e9be18e6abc29c77b6ba3;1;1;3;0.5916727785823275;103;47;14;779;NO;16;7;3568;111;110.0;111;NO
QPID;2;e65599e3297489078913c6359d270e5dba80c0a7;3;5;5;1.7244078178625923;43;15;0;857;NO;16;6;3568;171;170.0;171;YES
QPID;2;825114e27ef96f8f7b2d6b104092c08cc389202a;1;3;3;0.0;40;38;0;248;NO;16;25;3568;110;109.0;110;YES
QPID;2;7cc13f5f1df30f8b3d6d21c9dc3da3aa72a06a01;1;1;1;0.0;2;0;0;779;NO;16;2;3568;109;108.0;109;NO
QPID;2;5495e89711087f5f5896ebc30e25dae222a72da0;2;3;8;1.358465328833915;1014;783;1;213;NO;16;1;3568;170;169.0;170;YES
QPID;2;b6fbab56811745f12dd4dd5f658ebb3bb659b238;2;2;2;0.0;270;135;135;135;NO;16;24;3552;108;107.0;108;NO
QPID;2;4d692b9645b2d2c0842dd4d85e23d1d26e8dc34e;2;2;4;0.0;473;245;228;778;YES;16;1;3552;107;106.0;107;NO
QPID;2;1cb785d8ebfb6b810e0b633e72efadbba252e6bd;1;1;1;0.0;33;5;0;117;NO;16;25;3552;222;221.0;222;NO
QPID;2;318dafa1e4055d0c4c4d55e3eda096a2293a62db;1;2;3;0.0;424;422;0;212;YES;16;2;3536;106;105.0;106;NO
QPID;2;b2d2ef3ac26a2c7080c1f04e9797ebaefe62e878;1;6;13;0.0;2218;1683;535;291;NO;16;2;3536;169;168.0;169;YES
QPID;2;8606a752312f9c891fa90e36767bff4d348542c5;4;17;31;3.7700692810144023;1706;924;248;2290;YES;16;13;3536;221;220.0;221;YES
QPID;2;20d94ab06e78deaf43e854da8e83c244808e27ec;1;3;3;0.8658566174572235;52;1;29;361;NO;15;16;3300;105;104.0;105;NO
QPID;2;82075c0d635f29e1698b7adaff54e519aa501086;1;2;7;2.4847811365852523;324;4;18;958;NO;15;21;3300;104;103.0;104;YES
QPID;2;2e6b406378b9974d588d7974c468614b94d76f7a;2;2;4;1.4197367178034825;257;220;5;779;NO;15;3;3300;103;102.0;103;YES
QPID;2;06b2b7958092a205768cdb1ddd37668a7a288d0f;1;1;1;0.0;2;0;0;779;NO;15;0;3300;220;219.0;220;NO
QPID;2;b7aa9a48766acb8db6f9e9327d9f4bac40f32b04;1;3;12;3.3841837197791884;66;26;0;339;NO;15;25;3285;219;218.0;219;YES
QPID;2;0c0dbd5e00f5b057867546bb336ece262577841c;5;19;29;3.423055384809347;2046;1163;25;2221;YES;15;15;3270;218;217.0;218;YES
QPID;2;106ecb152c2caeae83431c966b3442b8536eb850;2;5;7;2.229428411164297;168;51;31;1344;YES;15;19;3255;102;101.0;102;YES
QPID;2;c453c6d2813b878e006bbbeee6b86720bbecf0e5;2;2;5;1.90972637302033;1393;249;0;510;NO;15;12;3255;162;161.0;162;YES
QPID;2;6db23548c699d2b49e7809b1c3d8c31f863a710b;1;3;3;1.4949188482339508;37;12;3;439;NO;15;6;3255;161;160.0;161;NO
QPID;2;20098b5a549820ad27282bb5760890674535bbdb;3;4;5;0.0;1774;1724;0;297;NO;15;2;3255;157;156.0;157;YES
QPID;2;2e9743ac06fc05609155769bf04f4fa442d848c2;5;14;35;3.1033236659898824;1642;845;155;927;NO;15;6;3255;8;7.0;8;YES
QPID;2;f4d8d42443bbfb942a73c9da32cbdf8fe7ad35e7;1;1;1;0.0;3;0;3;242;NO;15;30;3255;217;216.0;217;NO
QPID;2;38ec33821fd6e1c01e32a398607ec3faae4f1226;5;12;32;3.5596065139952153;2316;1232;134;2217;YES;15;10;3240;216;215.0;216;YES
QPID;2;272f0d2a1b2134c7cdddcc9e6e951edc696e6054;2;2;2;0.0;12;0;4;2218;YES;15;0;3225;215;214.0;215;YES
QPID;2;31348b37b0ad57ee97defdfe97d69611f019e32d;2;4;6;1.6989894152628229;503;255;0;2012;YES;15;18;3210;214;213.0;214;YES
QPID;2;5f584586864cd44c68af6f9304b5cddebd15f7df;3;5;11;1.7972868843634162;1639;1507;0;250;NO;15;2;3180;154;153.0;154;YES
QPID;2;7b7e0445a11bb3962b417a8c939565c9866fbd79;5;14;50;4.616714089769498;1382;773;3;1977;YES;15;9;3180;7;6.0;7;YES
QPID;2;c19d997d6454ab95bc855ac1b79622721aad37fd;3;6;9;2.6841837197791887;112;33;39;1975;NO;15;2;3165;211;210.0;211;YES
QPID;2;08734bd260d7cee939b2a30a6ec1d87360632e11;1;4;14;1.6227479178197162;1034;391;151;890;NO;15;12;3150;100;99.0;100;YES
QPID;2;9a9bc372a165486334881a17f595ce8fef3363d4;1;3;4;1.2516291673878228;116;6;98;1974;NO;15;1;3150;210;209.0;210;YES
QPID;2;034a6040fa01b44577485d52d5e746276f0eadc5;1;3;6;1.4065976857685365;319;152;19;1963;YES;14;1;2926;209;208.0;209;YES
QPID;2;4955216c548a90a1d4537dbdc570f6dfe4d8a55f;1;1;1;0.0;4;0;2;400;NO;14;0;2912;208;207.0;208;NO
QPID;2;a6e23dba99adad15c19a681518447ccbb4a356d7;1;1;1;0.0;108;108;0;0;NO;14;0;2898;207;206.0;207;YES
QPID;2;85a51fb534a3dbfd3c03a34a19563695465d18ee;1;1;1;0.0;108;0;108;108;NO;14;0;2884;206;205.0;206;NO
QPID;2;fa5a45c87b398e6ddd5b21a0accb853ccc151ede;3;8;11;1.8405429173083379;934;713;3;1959;NO;14;4;2870;205;204.0;205;YES
QPID;2;77ef9cb711842aae935b2fbc9622c6f074245779;3;4;4;1.9182958340544896;18;6;0;306;YES;14;2;2856;6;5.0;6;YES
QPID;2;a9935c899a238dae54785fafb078e74ec3b24475;1;1;1;0.0;9;0;7;118;YES;14;2;2856;5;4.0;5;NO
QPID;2;21575ca311935f0c308df0062c274f8ce1e9cb4a;4;34;70;5.091380507641446;845;384;9;1932;YES;14;16;2856;4;3.0;4;YES
QPID;2;dfc8cdf0c0dbcfcbb62b8f6c091f54fa39aae478;1;1;1;0.0;8;0;0;126;NO;14;0;2856;204;203.0;204;NO
QPID;2;42218badfdf92007a4a47a3fa7ca38528c62f215;1;1;1;0.0;4;0;0;42;NO;14;2;2842;203;202.0;203;NO
QPID;2;73c2db22d097b170c265fa10ee673902139fd42f;1;1;1;0.0;2;0;0;1932;YES;14;0;2828;202;201.0;202;YES
QPID;2;29998e1a91ce3872ebc12280fc87f631fc1d016a;1;1;1;0.0;181;3;0;1929;YES;14;2;2814;201;200.0;201;NO
QPID;2;f754185b2e9b7739658f59f14bcabaaeafebc129;3;14;43;4.623522578704954;475;181;6;1078;NO;14;19;2800;200;199.0;200;YES
QPID;2;53bb4e59304120275bab9caeebf9d55962a848ab;2;4;5;1.4709653378294139;242;49;3;653;YES;14;5;2786;199;198.0;199;YES
QPID;2;99fca78b4d6c9a34e5c548c7180434d64cf4d01e;1;1;1;0.0;49;0;15;152;NO;14;2;2772;198;197.0;198;YES
QPID;2;55235ce6194939a8bc9cb50df1732e97e20303ba;5;11;25;3.6139662317990564;328;94;12;764;YES;14;11;2758;3;2.0;3;YES
QPID;2;4d891d2202cd6bb4b4e4217ab5f4ca17a07ec5d2;1;1;2;1.0;4;0;0;213;NO;14;65;2758;99;98.0;99;NO
QPID;2;116051b0c8f00e413c2641463d0715327752868e;1;1;1;0.0;8;2;0;257;NO;14;7;2758;98;97.0;98;NO
QPID;2;dc0f22a698fa7a8fa330a426ceee69f289d14f81;1;1;1;0.0;114;114;0;0;NO;14;0;2758;97;96.0;97;NO
QPID;2;84b53bed21ee8d2d073ab5efb01640b306cd1f08;1;1;1;0.0;2;0;0;273;NO;14;0;2758;197;196.0;197;NO
QPID;2;763fe9005de09a9983ccc903f323f3d4953d044c;3;60;278;7.6798337780764445;3318;633;253;1875;YES;14;33;2716;194;193.0;194;YES
QPID;2;f7caf0b19020c0e6116620ea77423d753b8f9fe5;4;10;17;2.725317865152087;1006;294;498;1021;NO;14;38;2702;193;192.0;193;YES
QPID;2;080c170644888d8c7fa4f8db8ef924fb8006d901;1;1;1;0.0;13;1;0;745;YES;14;5;2688;96;95.0;96;NO
QPID;2;063a5d6bc65178f555c7cdf00b501101fbb438c6;1;1;1;0.0;2;0;0;188;YES;14;0;2688;192;191.0;192;NO
QPID;2;0804d0478d7d5ee6c06f071daf985121cdaa863a;1;2;2;0.0;189;189;0;132;YES;14;8;2674;191;190.0;191;NO
QPID;2;59f51de1dd822732505bac83016dd1312a2ac11f;2;3;5;2.110515558315493;697;184;7;661;NO;14;21;2660;146;145.0;146;YES
QPID;2;aa97383bc73a09213063dade4080f7b4c1cf84b8;1;1;1;0.0;2;0;0;100;NO;14;19;2660;90;89.0;90;NO
QPID;2;86512fa894d576c81e0689d487338ec0e741091c;1;2;6;1.9591479170272446;106;82;0;1827;NO;14;27;2660;2;1.0;2;YES
QPID;2;77283ca00b07025b91eb5155ed4db165a9742a28;1;1;1;0.0;4;0;0;681;YES;14;24;2660;1;0.0;1;NO
QPID;2;96a611197596980667f4e59279f806307ea2fc15;1;1;4;1.155345647146927;254;115;15;726;NO;13;2;2470;94;93.0;94;YES
QPID;2;92015a44d95053439c93adad4f1451f53fd427f1;1;3;3;0.0;26;24;0;195;NO;13;12;2470;144;143.0;144;NO
QPID;2;e5be4312820bcae46212d268a8964925825afa80;1;2;3;1.5;11;1;2;663;YES;13;9;2470;143;142.0;143;YES
QPID;2;61f65dd31c19b8e93a4ad1b45f1a8f37fabd4a16;1;1;1;0.0;66;0;2;246;NO;13;1;2470;142;141.0;142;NO
QPID;2;3a08b9e500fa20464d2f643d09fcd3194e5bab4a;1;1;2;0.9640787648082292;37;1;0;306;NO;13;3;2470;141;140.0;141;YES
QPID;2;62c172a8178793fa44f590ce5b3d072302c7a450;1;1;1;0.0;25;9;0;237;NO;13;9;2470;140;139.0;140;NO
QPID;2;74efb78118ccbac87face808290e2ff1e1d40f1a;3;6;14;2.386839296671271;214;151;7;753;NO;13;13;2470;93;92.0;93;YES
QPID;2;e2d6d856396fc2faef0f21785d09141ba84ba4f2;1;2;6;0.7653636126766978;75;29;0;880;NO;13;4;2470;92;91.0;92;YES
QPID;2;73a45f4fe9406b58be05c5c4de3eaa1faa000bc8;1;1;1;0.0;2;0;0;88;NO;13;13;2470;89;88.0;89;NO
QPID;2;4c970eb53248eccbb1daa61062225d3ea0754562;1;4;5;0.6685644431995964;72;37;3;397;NO;13;11;2470;91;90.0;91;YES
QPID;2;5b49073ce99698a92dead0b80766a263df41b66c;1;2;4;1.3986213775853935;303;106;1;959;NO;13;11;2470;90;89.0;90;YES
QPID;2;14f4173bd30a2ae86a0bed11837735e87352a9f6;1;3;4;0.5811913405777027;426;154;0;1209;NO;13;3;2470;190;189.0;190;YES
QPID;2;76ae9278c0bfe184ddbd8a72da56a9c4149b98a1;1;3;14;1.4829147778021698;576;277;29;748;NO;13;9;2457;137;136.0;137;YES
QPID;2;9dab5f08f696dfcf70b8c75751233a11847cec8c;1;1;1;0.0;6;4;0;1823;NO;13;4;2457;189;188.0;189;NO
QPID;2;7a92628379be27305863d89e8e52aae67c9a1797;1;1;1;0.0;28;4;0;1205;NO;13;0;2444;136;135.0;136;NO
QPID;2;5f4af4f6948fb69aedf7e18a460f67dacc6253ed;1;1;1;0.0;6;0;0;304;NO;13;0;2444;135;134.0;135;YES
QPID;2;7c8d1cda8ea5b2680f296c3d3e86dd9d330f5804;1;4;5;1.424116747996315;222;68;0;1151;NO;13;1;2444;134;133.0;134;NO
QPID;2;a776380ef51d672b5eb0c05ca860672dcc24e341;1;2;5;0.0;698;0;692;250;NO;13;42;2444;89;88.0;89;NO
QPID;2;77b10120d80bc774c55591872c88992acc3caee7;1;2;2;0.5916727785823275;16;2;0;1149;YES;13;2;2444;188;187.0;188;NO
QPID;2;5de47f9bfadd6d6a8ffbdb9653de9608f461e40d;1;1;1;0.0;6;0;0;374;YES;13;45;2418;186;185.0;186;NO
QPID;2;341b1b5853c253af4aa75c935c2d5be812adc400;1;1;1;0.0;7;3;0;282;NO;13;59;2405;88;87.0;88;NO
QPID;2;7153a7dd70ea5d486d1c82844d2eb2eb61fe6651;1;1;1;0.0;1;1;0;244;NO;13;3;2405;185;184.0;185;NO
QPID;2;4eb4195005e6c22e560bbd85e5a204f368d8c27d;1;2;3;0.0;296;280;0;1819;YES;13;0;2392;184;183.0;184;NO
QPID;2;9a44797635bde184e0bd7f7ccce32c9b5878ca54;1;2;3;0.41381685030363374;422;276;2;1796;YES;13;2;2379;183;182.0;183;YES
QPID;2;6ad6022a3113ab8682048fe8e86c533a97555fa1;1;1;1;0.0;49;0;13;1034;YES;13;7;2366;182;181.0;182;YES
QPID;2;33c810ad2b0be73d321247d13ed9657be49975d8;1;1;1;0.0;165;165;0;0;YES;13;0;2353;181;180.0;181;NO
QPID;2;c1d55b07f5f900f8cc46bb8814da03d1fa00adb6;1;1;1;0.0;3;1;0;1148;NO;13;0;2340;133;132.0;133;NO
QPID;2;b12db1a36b5d01992b794534cf016189d35efc19;2;5;10;2.8479816792208625;248;84;18;885;NO;13;18;2340;87;86.0;87;YES
QPID;2;2433bfc0e042cb76578fde6f54b4f88cc208c02c;1;1;1;0.0;29;21;0;1127;NO;13;0;2340;132;131.0;132;NO
QPID;2;61b2ff54f755f7c1fd0392482a4067e1d57681bd;1;1;2;1.0;4;0;0;1127;NO;13;1;2340;86;85.0;86;NO
QPID;2;e9c6bc1c485e9b929c5d91d7945770d5aa473e76;1;4;5;1.4355205042826666;481;232;231;231;YES;13;3;2340;180;179.0;180;NO
QPID;2;cefb36a9533344d9f4e2524a8caec643ee41206a;1;1;1;0.0;42;0;42;42;NO;13;15;2327;179;178.0;179;NO
QPID;2;8c3b06da185be947a3f8aead2f999d1a2d6ef82e;1;3;5;1.09065870066278;540;448;2;665;YES;13;3;2314;178;177.0;178;YES
QPID;2;72c7f1489dde8278a535061e4143ebb3a86cc1e5;1;1;1;0.0;15;0;1;203;YES;13;2;2301;177;176.0;177;YES
QPID;2;61c8e33910c9ae4336747790c05d1494737a5511;1;2;2;0.0;335;321;0;1123;NO;13;0;2288;131;130.0;131;YES
QPID;2;0d50667813a104746f844b0c668e5c4e5997aa4f;1;1;1;0.0;2;0;0;148;NO;13;0;2288;54;53.0;54;NO
QPID;2;8c5c298fc5d318bfc7a0bf72b6f61b4402c2f493;1;1;1;0.0;90;90;0;0;NO;13;0;2288;129;128.0;129;NO
QPID;2;81e67dcd13dcf238841d1591cfdc3f77bc62ab48;1;4;16;1.9647270890459994;5047;469;2630;806;NO;13;7;2288;128;127.0;128;YES
QPID;2;03ef7ca30485d905efa6e015705c1d3d63d4fdce;1;1;3;1.5;9;0;1;353;NO;13;22;2288;53;52.0;53;NO
QPID;2;e0f8d9edb4f3e4473c13b9bf34d81cd065051768;1;1;1;0.0;4;0;0;505;NO;13;1;2288;85;84.0;85;NO
QPID;2;f8863a085fe62554842fffe56da0635ecb0a32e9;1;2;2;0.8112781244591328;38;30;0;729;NO;13;5;2288;84;83.0;84;NO
QPID;2;f7ca6dd49e6f5de6e445549ee2f1a942a6456f0c;5;15;23;3.04282045863468;258;132;0;637;YES;13;23;2288;126;125.0;126;YES
QPID;2;1825fa6a307f253e12c3c5632d026dd13942051e;1;1;1;0.0;61;0;5;249;YES;13;14;2288;124;123.0;124;YES
QPID;2;b92653bb73b575b0cff7eacce5cf8d71bd1bf2ea;1;1;1;0.0;1;1;0;53;YES;13;21;2288;123;122.0;123;YES
QPID;2;edba93f0542978803911b88647ce8e950f62491e;1;4;9;2.4322574485535142;65;23;0;382;NO;13;13;2288;122;121.0;122;NO
QPID;2;ef4f924560116d10b57d66c311c33829492650ec;1;1;1;0.0;11;5;0;449;NO;13;21;2288;121;120.0;121;YES
QPID;2;e9b31c99401eef29ece619929f2ad269e6f6c2a9;1;11;13;3.3613130300868477;179;88;1;1256;YES;13;17;2288;120;119.0;120;YES
QPID;2;e15264e1949f8e4ac41bda26fe2a5fc3478a1d1d;1;4;27;3.3942020458642923;454;229;5;774;NO;13;26;2288;118;117.0;118;YES
QPID;2;250aaea91eac9076054559934993d23c62d043d0;1;1;2;0.869137580612638;238;0;114;1900;NO;13;4;2288;117;116.0;117;YES
QPID;2;82e12b97f9dae4e2fc7fd16c07f611a1b62d8c72;3;7;32;3.9472800268006427;763;313;68;734;NO;13;15;2288;116;115.0;116;YES
QPID;2;ed51b35db62e3715e34d010728d9aa2c862b1a22;1;1;1;0.0;2;0;0;230;NO;13;0;2288;52;51.0;52;NO
QPID;2;35c74e967c960086d8ab0b884b27694a26efb848;1;1;1;0.0;21;1;0;310;NO;13;1;2288;176;175.0;176;NO
QPID;2;5dbc10eab6a3496c0c6e6b93e0e2b1e980838d3a;1;1;1;0.0;3;1;0;229;NO;13;2;2275;51;50.0;51;NO
QPID;2;67ea38ea733fe1aba28f6087afebce55461c99b0;1;2;3;0.0;440;440;0;0;NO;13;0;2275;65;64.0;65;NO
QPID;2;4bfd40624a018b3d1a73ec9f5987f95852e378ce;1;2;3;0.8453509366224365;111;1;88;729;NO;13;0;2275;64;63.0;64;YES
QPID;2;c841dade7baf4fc22db42e89d15a950b3cb09524;2;7;14;2.606769277304291;582;63;73;913;YES;13;11;2275;83;82.0;83;YES
QPID;2;9be398e09652a3905403e4b2e7e62de54b37ab2e;3;5;9;2.7132696895151085;80;6;24;725;NO;13;7;2275;114;113.0;114;YES
QPID;2;03352ba3222172c05dd946dc51a87c5077b93ea0;1;2;2;0.4537163391869448;57;9;6;797;NO;13;0;2275;175;174.0;175;NO
QPID;2;4e1da8706dc8302caa7f97e29ac7cc33a60b5bb3;1;1;2;0.35335933502142136;266;116;0;408;NO;13;0;2262;113;112.0;113;NO
QPID;2;805c3d03b5e7226f3e3e02bcc94c83bf87c905e0;1;1;1;0.0;13;3;0;201;NO;13;0;2262;112;111.0;112;NO
QPID;2;8f4ddae2e04c9e690389e703f0d6e428e085abbb;1;1;1;0.0;141;69;0;132;NO;13;1;2262;111;110.0;111;NO
QPID;2;156219089552d8dd6a89e55b82b57b2687af5f2a;1;1;1;0.0;551;0;15;331;NO;13;0;2262;174;173.0;174;NO
QPID;2;48332965a98fb8ac51323205ac644ce8b9e3757e;1;2;2;0.5254506799086206;627;37;0;782;NO;13;1;2249;173;172.0;173;NO
QPID;2;8601949672c7ed0e53c4a99a6e5d285682b65a74;3;6;12;2.1046273155498643;428;82;8;1904;NO;13;3;2236;110;109.0;110;YES
QPID;2;9cc7fadd313161a851b6e72498f822867fea1841;3;6;24;2.888353298850346;1641;521;858;1132;YES;13;16;2236;107;106.0;107;YES
QPID;2;29623938761a30900ebf70964482fd62dbccb1bb;1;1;1;0.0;24;4;0;183;NO;13;1;2236;63;62.0;63;YES
QPID;2;d4146cce3f6c11636f0bf8e693db26244411a371;1;1;2;0.6500224216483541;13;1;0;586;NO;13;0;2236;106;105.0;106;NO
QPID;2;e6c79fe6ee142cba80245456e3525bff40a9aada;2;4;5;0.9519940819087831;61;23;4;1023;NO;13;2;2236;105;104.0;105;YES
QPID;2;accc7ef56797624356ba50f002c4844897bc9462;1;1;1;0.0;2;0;0;314;NO;13;0;2236;172;171.0;172;NO
QPID;2;35dabdb9069e9b4ccb1aefc2874e90275f9976e0;1;1;1;0.0;16;16;0;193;NO;13;0;2223;104;103.0;104;YES
QPID;2;3033dd6d8f7c9748ec193709dc30c222908ce178;1;2;2;0.8960382325345575;108;31;13;751;NO;13;0;2223;82;81.0;82;NO
QPID;2;25d528285a3ef11e2ef5bd79aabd8a62f0a46190;1;1;1;0.0;3;1;0;313;NO;13;0;2223;171;170.0;171;NO
QPID;2;9068179bbf1ca717621bc993e66ecfcafbb3d959;7;37;141;6.241136947022234;2284;822;112;1256;NO;13;19;2210;103;102.0;103;YES
QPID;2;e99bbab21e8364967d325e451d4ebea8be33f955;1;2;2;0.3095434291503252;282;30;0;740;NO;13;0;2210;170;169.0;170;NO
QPID;2;b858240d8cf3c9e0c23910ef85e9acdb7af95684;1;1;1;0.0;237;0;1;741;NO;13;0;2197;102;101.0;102;NO
QPID;2;1dca68149b28d427d82867817eba50ffed02b04c;1;3;3;1.437790870901344;130;60;0;291;NO;13;0;2197;81;80.0;81;NO
QPID;2;ff91469bb8720637240d06e205f0a9da2e460073;1;3;6;1.4496562883797;225;27;6;716;NO;13;0;2184;168;167.0;168;NO
QPID;2;2b870f227b75ce2062895cf81a9c802746777c10;1;6;9;2.366807377170045;487;130;1;699;NO;13;2;2171;79;78.0;79;YES
QPID;2;142cc4a7687680932fa932266d4292af2b313058;1;1;1;0.0;482;0;0;288;NO;13;0;2171;167;166.0;167;NO
QPID;2;b6414eb4c6dc24ed3e7dc58b0d4a9f7e32bcaa61;1;3;5;1.2738722345110536;561;313;0;689;NO;13;0;2158;166;165.0;166;NO
QPID;2;7f26f9e44afc3691e4237afb4f667876344556f8;1;1;2;0.7219280948873623;72;42;0;1870;YES;13;2;2145;165;164.0;165;YES
QPID;2;37e5f784912d191498fafa335fd91911063714e0;1;1;1;0.0;183;183;0;0;NO;13;0;2132;62;61.0;62;YES
QPID;2;0bf51c656998eea8c0e4a2f6cdb6b588b23f6cc8;1;5;9;2.2893332279981964;760;88;18;627;NO;13;0;2132;101;100.0;101;NO
QPID;2;be7867b6872e8eecfd27790afc974cf592ba2475;1;1;1;0.0;12;2;0;823;NO;13;20;2132;78;77.0;78;NO
QPID;2;c23332e9a0ad5fd751824616367d3a4ca5c0b0e2;1;1;1;0.0;2;0;0;153;YES;13;4;2132;100;99.0;100;NO
QPID;2;f33d7d973c3d55a30fb94c91e721a865ec5689ab;1;3;3;1.5048898759312672;156;0;48;631;NO;13;0;2132;77;76.0;77;NO
QPID;2;5d9f6b3443c51f437f2b9c0f997e2d26b492dcc6;1;4;6;2.093642965439973;131;41;2;633;NO;13;0;2132;164;163.0;164;NO
QPID;2;b091dc5a2f7f36ce2d7cd825aaf963adfbc109d1;1;2;2;0.6631968402398287;204;88;0;243;NO;13;12;2119;76;75.0;76;NO
QPID;2;12c8ec5bc9c89993e87e11b626e9d9f88bdd5cdc;1;4;8;2.6016374183928663;923;485;0;547;NO;13;2;2106;162;161.0;162;NO
QPID;2;601fa8a026e7488bbb67e3f809f8255e2e6aeedd;1;3;5;1.091145346559676;273;171;0;253;NO;13;0;2093;99;98.0;99;NO
QPID;2;281105496559d706050d5f6062964f948ac50773;1;1;1;0.0;10;0;0;167;YES;13;0;2093;161;160.0;161;NO
QPID;2;ec5bff29cb62c537eebca943d5647de3b994dd40;1;3;4;0.9189737220942127;207;137;0;485;NO;13;3;2080;75;74.0;75;NO
QPID;2;1ee7712d55033e1ec39929b9c48dd1e399b9e52a;2;1;2;1.0;10;6;0;239;NO;13;12;2080;74;73.0;74;YES
QPID;2;96686cd26249fc0c81a59441c7eca9467e15873b;2;5;8;2.383101886905309;373;157;0;1843;YES;13;10;2080;160;159.0;160;YES
QPID;2;0420b0021e02254d161f027529b80991060d3cc8;1;1;2;0.0;158;158;0;0;YES;13;0;2054;97;96.0;97;YES
QPID;2;56c9945fab16ae5c2df607b4705a79ba85128674;1;3;3;0.7367680100024784;237;131;0;475;NO;13;0;2054;73;72.0;73;NO
QPID;2;62d26500500a5982cd37fb0cf4a281b3751108af;1;1;1;0.0;21;13;0;200;NO;13;3;2054;158;157.0;158;NO
QPID;2;3cbedcd0e787093a4fe04ea5cd3105dda029228e;1;1;1;0.0;2;0;0;134;NO;13;3;2041;60;59.0;60;NO
QPID;2;f385fb5c752a554de01b949f78e4c0eb5a3ae802;1;1;1;0.0;2;0;0;190;NO;13;1;2041;59;58.0;59;NO
QPID;2;31b79a1343b533a7d20104058247760b1ae6f257;1;1;1;0.0;2;0;0;159;NO;13;1;2041;58;57.0;58;NO
QPID;2;d3afeb37f22fc356d5cda3861a85c8f949a9c051;5;10;38;3.622983376968803;1492;448;756;763;YES;13;8;2041;95;94.0;95;YES
QPID;2;fc0633f1358f6036e1663d8839e01aef4b347c68;1;1;1;0.0;67;33;0;442;NO;13;1;2041;72;71.0;72;NO
QPID;2;8e34903c0ea7167f03a97eae61c5e41dd0434eee;1;3;4;1.9056390622295662;65;13;4;442;NO;13;0;2041;94;93.0;94;NO
QPID;2;b607b2f358df19a7fb49fca34bc8cb029e61b091;1;1;1;0.0;53;11;0;201;NO;13;0;2041;93;92.0;93;NO
QPID;2;f661a2d89c4c79a609a1a29f1ee7f796df69a01e;1;4;9;2.4018350592919187;1403;626;243;302;NO;13;1;2041;92;91.0;92;NO
